Level	Date and Time	User	Category	Description	
Information	24/07/2013 09:41:40	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	24/07/2013 09:41:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	24/07/2013 09:33:10	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	24/07/2013 09:32:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	24/07/2013 08:51:11	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	24/07/2013 08:48:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	24/07/2013 08:39:41	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	24/07/2013 08:39:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	24/07/2013 08:28:11	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	24/07/2013 08:26:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	24/07/2013 08:11:41	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	24/07/2013 08:09:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	24/07/2013 07:58:11	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	24/07/2013 07:56:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	24/07/2013 06:44:41	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	24/07/2013 06:23:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	24/07/2013 06:13:42	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	24/07/2013 05:58:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	24/07/2013 05:50:11	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	24/07/2013 05:49:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	24/07/2013 05:42:42	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	24/07/2013 05:39:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	24/07/2013 05:34:12	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	24/07/2013 05:11:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	24/07/2013 05:02:42	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	24/07/2013 05:02:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	24/07/2013 04:44:42	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	24/07/2013 04:39:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	24/07/2013 04:23:42	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	24/07/2013 04:22:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	24/07/2013 04:18:12	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	24/07/2013 04:03:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	24/07/2013 03:43:42	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	24/07/2013 03:43:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	24/07/2013 03:36:12	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	24/07/2013 03:25:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	24/07/2013 03:19:12	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	24/07/2013 03:18:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	24/07/2013 03:13:12	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	24/07/2013 03:10:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	24/07/2013 03:05:13	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	24/07/2013 03:04:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	24/07/2013 02:44:43	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	24/07/2013 02:37:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	24/07/2013 02:31:13	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	24/07/2013 02:30:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	24/07/2013 02:26:43	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	24/07/2013 02:22:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	24/07/2013 02:03:43	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	24/07/2013 02:03:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	24/07/2013 01:55:43	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	24/07/2013 01:44:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	24/07/2013 01:39:13	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	24/07/2013 01:32:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	24/07/2013 01:27:13	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	24/07/2013 01:25:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	24/07/2013 00:30:44	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	24/07/2013 00:30:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	24/07/2013 00:00:14	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	23/07/2013 23:46:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	23/07/2013 23:35:44	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	23/07/2013 23:35:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	23/07/2013 23:20:44	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	23/07/2013 23:20:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	23/07/2013 23:16:14	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	23/07/2013 23:14:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	23/07/2013 23:09:44	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	23/07/2013 23:09:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	23/07/2013 22:53:14	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	23/07/2013 22:49:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	23/07/2013 22:44:14	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	23/07/2013 22:41:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	23/07/2013 22:24:44	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	23/07/2013 22:23:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	23/07/2013 22:11:45	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	23/07/2013 22:11:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	23/07/2013 22:06:15	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	23/07/2013 21:59:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	23/07/2013 21:52:45	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	23/07/2013 21:44:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	23/07/2013 21:23:15	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	23/07/2013 21:22:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	23/07/2013 21:07:15	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	23/07/2013 20:43:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	23/07/2013 20:38:45	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	23/07/2013 20:38:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	23/07/2013 20:29:45	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	23/07/2013 20:27:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	23/07/2013 20:18:15	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	23/07/2013 20:14:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	23/07/2013 19:52:15	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	23/07/2013 19:46:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	23/07/2013 19:40:15	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	23/07/2013 19:36:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	23/07/2013 19:23:45	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	23/07/2013 19:18:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	23/07/2013 18:43:46	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	23/07/2013 18:43:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	23/07/2013 17:26:16	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	23/07/2013 17:25:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	23/07/2013 17:17:46	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	23/07/2013 17:13:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	23/07/2013 16:55:46	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	23/07/2013 16:55:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	23/07/2013 16:44:16	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	23/07/2013 16:38:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	23/07/2013 16:11:16	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	23/07/2013 16:08:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	23/07/2013 15:50:17	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	23/07/2013 15:41:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	23/07/2013 15:37:17	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	23/07/2013 15:34:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	23/07/2013 15:10:47	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	23/07/2013 15:08:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	23/07/2013 15:04:17	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	23/07/2013 14:57:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	23/07/2013 14:50:47	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	23/07/2013 14:43:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	23/07/2013 14:34:17	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	23/07/2013 14:30:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	23/07/2013 14:21:47	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	23/07/2013 14:16:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	23/07/2013 14:10:17	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	23/07/2013 14:07:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	23/07/2013 13:53:47	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	23/07/2013 13:44:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	23/07/2013 13:34:47	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	23/07/2013 13:33:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	23/07/2013 13:28:48	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	23/07/2013 13:25:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	23/07/2013 13:14:48	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	23/07/2013 13:12:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	23/07/2013 13:06:18	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	23/07/2013 13:05:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	23/07/2013 11:55:48	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	23/07/2013 11:54:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	23/07/2013 11:49:48	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	23/07/2013 11:48:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	23/07/2013 11:42:18	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	23/07/2013 11:41:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	23/07/2013 11:34:48	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	23/07/2013 11:34:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	23/07/2013 11:14:18	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	23/07/2013 11:07:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	23/07/2013 11:03:49	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	23/07/2013 11:01:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	23/07/2013 10:52:49	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	23/07/2013 10:46:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	23/07/2013 10:32:19	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	23/07/2013 10:31:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	23/07/2013 10:06:18	administrator	System	Data forwarding: ProRAE Guardian V1.70 fchen-PC at IP address 172.18.12.73:14047 logoff.	
Information	23/07/2013 10:06:18	administrator	System	Data Forwarding: 172.18.12.73:14047 is disconnected.	
Information	23/07/2013 09:36:57	administrator	System	Data Forwarding: 172.18.12.73:14047 is connected.	
Information	23/07/2013 09:36:57	administrator	System	Data forwarding: ProRAE Guardian V1.70 fchen-PC at IP address 172.18.12.73:14047 passed authorization and logon.	
Information	23/07/2013 09:18:19	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	23/07/2013 09:15:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	23/07/2013 09:10:19	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	23/07/2013 09:08:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	23/07/2013 08:46:19	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	23/07/2013 08:40:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	23/07/2013 08:25:20	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	23/07/2013 08:24:37	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	23/07/2013 08:08:33	administrator	System	Data forwarding: ProRAE Guardian V1.60 REC-RENKAI at IP address 172.18.12.74:6211 logoff.	
Information	23/07/2013 08:08:33	administrator	System	Data Forwarding: 172.18.12.74:6211 is disconnected.	
Information	23/07/2013 06:47:20	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	23/07/2013 06:45:38	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	23/07/2013 06:29:50	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	23/07/2013 06:28:38	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	22/07/2013 16:33:48	administrator	System	Data Forwarding: 172.18.12.74:6211 is connected.	
Information	22/07/2013 16:33:48	administrator	System	Data forwarding: ProRAE Guardian V1.60 REC-RENKAI at IP address 172.18.12.74:6211 passed authorization and logon.	
Information	22/07/2013 16:17:26	administrator	System	MultiRAE Pro(0000005678) goes online.	
Alarm	22/07/2013 16:14:38	administrator	System	MultiRAE Pro(0000005678) is offline.	
Information	22/07/2013 16:11:44	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-sw-hbzhang at IP address 172.18.50.221:25586 logoff.	
Information	22/07/2013 16:11:44	administrator	System	Data Forwarding: 172.18.50.221:25586 is disconnected.	
Information	22/07/2013 16:11:01	administrator	System	Data Forwarding: 172.18.50.221:25586 is connected.	
Information	22/07/2013 16:11:01	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-sw-hbzhang at IP address 172.18.50.221:25586 passed authorization and logon.	
Information	22/07/2013 16:08:19	administrator	System	Data forwarding: ProRAE Guardian V1.70 w-sw-hbzhang at IP address 172.18.50.221:25570 logoff.	
